part_of_speech,gloss,target_child_age,corpus_name,speaker_role,age,role,reduplicationmaybespace,reduplication
NA,xxx xxx,60.00123205815314,Xinjiang,Target_Child,60,child,xxx xxx,xxxxxx
NA,嗯 这 这个 球 咚 咚 咚 这样子,60.00123205815314,Xinjiang,Target_Child,60,child,这 这,这这
NA,把 飞机 给 拿 出来 了 以后 他们 就 就 特别 高兴 了,72.00147846978378,Xinjiang,Target_Child,72,child,就 就,就就
NA,那 他 他 要 跑 就 他 跑 啊,60.00123205815314,Xinjiang,Target_Child,60,child,他 他,他他
NA,然后 不 给 大象 象 朋友,72.00147846978378,Xinjiang,Target_Child,72,child,象 象,象象
NA,大象把 xxx,60.00123205815314,Xinjiang,Target_Child,60,child,xx,xx
NA,然后 他们 跑 跑 跑,84.0017248814144,Xinjiang,Target_Child,84,child,跑 跑,跑跑
NA,他 说 好吧 好吧,84.0017248814144,Xinjiang,Target_Child,84,child,好吧 好吧,好吧好吧
NA,然后 呢 大象 叔叔 来 了,60.00123205815314,Xinjiang,Target_Child,60,child,叔叔,叔叔
NA,然后 大象就 大象就 大象 大象 很 害臊,84.0017248814144,Xinjiang,Target_Child,84,child,大象就 大象就,大象就大象就
NA,最后 然后 然后 长颈鹿 把 他 的 飞机 又 弄 回来 了 以后 大象 也 开始 不 抢别人 的 东西 了,72.00147846978378,Xinjiang,Target_Child,72,child,然后 然后,然后然后
NA,然后 然后 长颈 然后 长颈鹿 给 了 大象,84.0017248814144,Xinjiang,Target_Child,84,child,然后 然后,然后然后
NA,xxx xxx,60.00123205815314,Xinjiang,Target_Child,60,child,xxx xxx,xxxxxx
NA,我们 xxx 跑 呀,60.00123205815314,Xinjiang,Target_Child,60,child,xx,xx
NA,明明 写 着 一 个 不许 跑 的 语气,84.0017248814144,Xinjiang,Target_Child,84,child,明明,明明
NA,这个 球 没 没有 没有xx,60.00123205815314,Xinjiang,Target_Child,60,child,没 没,没没
NA,然后 后 后 不 小心 心 把 飞机 掉在 河上 了,72.00147846978378,Xinjiang,Target_Child,72,child,后 后,后后
NA,那 那个 很想 去 去 快 拿 这个,60.00123205815314,Xinjiang,Target_Child,60,child,那 那,那那
NA,嗯 然后 他 他 给 了,60.00123205815314,Xinjiang,Target_Child,60,child,他 他,他他
NA,他 说 好吧 好吧 这样 说 了,84.0017248814144,Xinjiang,Target_Child,84,child,好吧 好吧,好吧好吧
NA,他 他 先 他 的 他 是 见到 了 一 个,60.00123205815314,Xinjiang,Target_Child,60,child,他 他,他他
NA,他们 他们 玩儿,72.00147846978378,Xinjiang,Target_Child,72,child,他们 他们,他们他们
NA,然后 呢 大象 大象在,60.00123205815314,Xinjiang,Target_Child,60,child,大象 大象,大象大象
NA,快 呀 快 快 快 我 知道 了 我 知道 了 说,60.00123205815314,Xinjiang,Target_Child,60,child,快 快,快快
NA,嗯 嗯 他们 在 他们 看 着 这个 水 想 游泳,84.0017248814144,Xinjiang,Target_Child,84,child,嗯 嗯,嗯嗯
NA,然 然后 河马 生气 气,72.00147846978378,Xinjiang,Target_Child,72,child,然 然,然然
NA,然后 然后 这个 下去 了,60.00123205815314,Xinjiang,Target_Child,60,child,然后 然后,然后然后
NA,xxx xxx,60.00123205815314,Xinjiang,Target_Child,60,child,xxx xxx,xxxxxx
NA,他 他 他 见到 了 一 个,60.00123205815314,Xinjiang,Target_Child,60,child,他 他,他他
NA,他 他 要 接着 玩儿,72.00147846978378,Xinjiang,Target_Child,72,child,他 他,他他
NA,这个 滑 滑 他 就 滑倒 了,60.00123205815314,Xinjiang,Target_Child,60,child,滑 滑,滑滑
NA,然后 xxx 大象,72.00147846978378,Xinjiang,Target_Child,72,child,xx,xx
NA,然后 嗯 嗯 跑啊 跑 跑,60.00123205815314,Xinjiang,Target_Child,60,child,嗯 嗯,嗯嗯
NA,然后 他 在 自己 自己 可以 xxx,60.00123205815314,Xinjiang,Target_Child,60,child,自己 自己,自己自己
NA,他 把 飞机 他 xxx 他 xxx,60.00123205815314,Xinjiang,Target_Child,60,child,xx,xx
NA,他 他 在 哭,60.00123205815314,Xinjiang,Target_Child,60,child,他 他,他他
NA,然后 然后 然后 他 然后 他 长颈鹿 说 长颈鹿 呢 说 我 我 去 回家拿 个 抹布,84.0017248814144,Xinjiang,Target_Child,84,child,然后 然后,然后然后
NA,然后 然后 就 那只 长颈鹿 不用 谢,84.0017248814144,Xinjiang,Target_Child,84,child,然后 然后,然后然后
NA,然后 然后 再 跟 他 xxx 好 朋友 了,72.00147846978378,Xinjiang,Target_Child,72,child,然后 然后,然后然后
NA,然后 然后 长颈鹿 开心 了,84.0017248814144,Xinjiang,Target_Child,84,child,然后 然后,然后然后
NA,然后 用 长长 的 钩子 挂上 挂上 了 挂上 了 飞机,60.00123205815314,Xinjiang,Target_Child,60,child,长长,长长
NA,然 然后 后 我 不 小心 把 那个 飞机 掉在 河上 了,72.00147846978378,Xinjiang,Target_Child,72,child,然 然,然然
NA,嗯 嗯 是 这样子,60.00123205815314,Xinjiang,Target_Child,60,child,嗯 嗯,嗯嗯
NA,他 他 他 的 脚 受伤 了,84.0017248814144,Xinjiang,Target_Child,84,child,他 他,他他
NA,然后 再 他 他 他 把 他 把 人家 的 飞机 扔到 水上,72.00147846978378,Xinjiang,Target_Child,72,child,他 他,他他
NA,他 我 xxx 嘻 嘻 嘻 哈 哈 哈,60.00123205815314,Xinjiang,Target_Child,60,child,xx,xx
NA,这样 这样子,60.00123205815314,Xinjiang,Target_Child,60,child,这样 这样,这样这样
NA,然后 他 就 玩儿 xxx 了,60.00123205815314,Xinjiang,Target_Child,60,child,xx,xx
NA,然 然后 然后 长颈鹿 狠狠 的 抱 着 他 的 玩具 开心,84.0017248814144,Xinjiang,Target_Child,84,child,然 然,然然
NA,使劲地 拉 拉,60.00123205815314,Xinjiang,Target_Child,60,child,拉 拉,拉拉
NA,然后 大象 你 你 没事儿 吧 说,60.00123205815314,Xinjiang,Target_Child,60,child,你 你,你你
NA,然后 然后 那个 大大 的 大象 去 拿 它,72.00147846978378,Xinjiang,Target_Child,72,child,然后 然后,然后然后
NA,xxx,60.00123205815314,Xinjiang,Target_Child,60,child,xx,xx
NA,然后 然后 等 长颈鹿 回 回来 的 时候 大象 说 我 要 跳水 去 你 要 提醒 我 不要 忘 了,84.0017248814144,Xinjiang,Target_Child,84,child,然后 然后,然后然后
NA,然后 嗯 嗯 嗯 什么,60.00123205815314,Xinjiang,Target_Child,60,child,嗯 嗯,嗯嗯
NA,然后 大象 用手 把 他 然后 xxx 玩儿 一会儿,60.00123205815314,Xinjiang,Target_Child,60,child,xx,xx
NA,嗯 xxx xxx 这样子,60.00123205815314,Xinjiang,Target_Child,60,child,xxx xxx,xxxxxx
NA,然后 拿 拿不到,72.00147846978378,Xinjiang,Target_Child,72,child,拿 拿,拿拿
NA,然后 然后 大象 也 开心 了,84.0017248814144,Xinjiang,Target_Child,84,child,然后 然后,然后然后
NA,他 说 xxx,60.00123205815314,Xinjiang,Target_Child,60,child,xx,xx
NA,他xx,60.00123205815314,Xinjiang,Target_Child,60,child,xx,xx
NA,然后 有 有 一 个 人 拿 拿 那个 飞机,72.00147846978378,Xinjiang,Target_Child,72,child,有 有,有有
NA,这个 这个 球 脏 xxx 这个 东西,60.00123205815314,Xinjiang,Target_Child,60,child,这个 这个,这个这个
NA,嗯 飞机 飞机 呢,60.00123205815314,Xinjiang,Target_Child,60,child,飞机 飞机,飞机飞机
NA,然后 再 他 他 在 看 看,72.00147846978378,Xinjiang,Target_Child,72,child,他 他,他他
NA,他 他 飞机 掉 下来 水里 去 了,60.00123205815314,Xinjiang,Target_Child,60,child,他 他,他他
NA,就 水 飞机 飞机 想 x,60.00123205815314,Xinjiang,Target_Child,60,child,飞机 飞机,飞机飞机
NA,然后 他 就 生 生气 了,60.00123205815314,Xinjiang,Target_Child,60,child,生 生,生生
NA,xxx xxx 玩儿 东西,60.00123205815314,Xinjiang,Target_Child,60,child,xxx xxx,xxxxxx
NA,然后 然 然后 然后 再 拿 拿 拿 拿到 拿到 了 飞机,72.00147846978378,Xinjiang,Target_Child,72,child,然 然,然然
NA,那 那里 有 一 个 桥,60.00123205815314,Xinjiang,Target_Child,60,child,那 那,那那
NA,飞机 这个 飞机 xxx xxx,60.00123205815314,Xinjiang,Target_Child,60,child,xxx xxx,xxxxxx
NA,然后 大 象 救救 水 里面 了,60.00123205815314,Xinjiang,Target_Child,60,child,救救,救救
NA,他 家 啊 xxx xxx,60.00123205815314,Xinjiang,Target_Child,60,child,xxx xxx,xxxxxx
NA,他 就 说 咦咦咦,84.0017248814144,Xinjiang,Target_Child,84,child,咦咦,咦咦
NA,然后 说 xxx,60.00123205815314,Xinjiang,Target_Child,60,child,xx,xx
NA,然后 大 然后 然后 河马 和 象 象 高兴,72.00147846978378,Xinjiang,Target_Child,72,child,然后 然后,然后然后
NA,这个 看到 他 xxx xxx,60.00123205815314,Xinjiang,Target_Child,60,child,xxx xxx,xxxxxx
NA,然后 他 他们 一起 跑 了,60.00123205815314,Xinjiang,Target_Child,60,child,他 他,他他
NA,救救 它 了 大 象,60.00123205815314,Xinjiang,Target_Child,60,child,救救,救救
NA,然后 然后 这 没 了,84.0017248814144,Xinjiang,Target_Child,84,child,然后 然后,然后然后
NA,然后 又 然后 他 就 他 xxx 他 想 xxx,60.00123205815314,Xinjiang,Target_Child,60,child,xx,xx
NA,这个 xxx xxx 说 了,60.00123205815314,Xinjiang,Target_Child,60,child,xxx xxx,xxxxxx
NA,玩儿 着 玩儿 着 玩儿 又 又 给 大象 玩儿 了,60.00123205815314,Xinjiang,Target_Child,60,child,又 又,又又
NA,然后 xxx 了,60.00123205815314,Xinjiang,Target_Child,60,child,xx,xx
NA,他 他 是 去 了 一 个 地方,60.00123205815314,Xinjiang,Target_Child,60,child,他 他,他他
NA,大象 大象 跑 嗯 嗯,60.00123205815314,Xinjiang,Target_Child,60,child,大象 大象,大象大象
NA,明明 长颈鹿 最 爱 他 的 小 玩具 飞机,84.0017248814144,Xinjiang,Target_Child,84,child,明明,明明
NA,然后 他 他 玩儿 了,84.0017248814144,Xinjiang,Target_Child,84,child,他 他,他他
NA,这 这只 是 这只 飞机 我们 掉 的 是x这只 飞机 掉 的 了,60.00123205815314,Xinjiang,Target_Child,60,child,这 这,这这
NA,然后 他 他 又 他 他 抓住,60.00123205815314,Xinjiang,Target_Child,60,child,他 他,他他
NA,他们 xxx,60.00123205815314,Xinjiang,Target_Child,60,child,xx,xx
NA,这个 他 跪 着 拿 他 的 xxx 东西,60.00123205815314,Xinjiang,Target_Child,60,child,xx,xx
NA,然后 然后 大象 他 要 来 玩儿,84.0017248814144,Xinjiang,Target_Child,84,child,然后 然后,然后然后
NA,他们把飞机 xxx,60.00123205815314,Xinjiang,Target_Child,60,child,xx,xx
NA,他 他 一个 一个 直接 直接 飞 他 就 说 飞 直接 拿 飞机 玩儿,84.0017248814144,Xinjiang,Target_Child,84,child,他 他,他他
NA,然后 再 他 他 把 飞机 他 他 玩儿 飞机,72.00147846978378,Xinjiang,Target_Child,72,child,他 他,他他
NA,然后 他 他 摔倒 了,60.00123205815314,Xinjiang,Target_Child,60,child,他 他,他他
NA,把 飞机 拿 拿 拿 下来 了,60.00123205815314,Xinjiang,Target_Child,60,child,拿 拿,拿拿
NA,他 xxx xxx,60.00123205815314,Xinjiang,Target_Child,60,child,xxx xxx,xxxxxx
NA,飞机 挂在 挂在 了 这个 钓鱼 这个 地方,60.00123205815314,Xinjiang,Target_Child,60,child,挂在 挂在,挂在挂在
NA,xxx 拿到 了,60.00123205815314,Xinjiang,Target_Child,60,child,xx,xx
NA,他 他们 他们 说 我们 一起 玩儿 飞机 吧 这样 说 了,84.0017248814144,Xinjiang,Target_Child,84,child,他 他,他他
NA,然后 然后 让 让 让 他 回家,84.0017248814144,Xinjiang,Target_Child,84,child,然后 然后,然后然后
NA,然后 xxx xxx 他 扔 的 他 说,60.00123205815314,Xinjiang,Target_Child,60,child,xxx xxx,xxxxxx
NA,大象 来 救救 了,60.00123205815314,Xinjiang,Target_Child,60,child,救救,救救
NA,xxx,60.00123205815314,Xinjiang,Target_Child,60,child,xx,xx
NA,长颈鹿 很 生气 对 大象 很 很 生气 的 样子,84.0017248814144,Xinjiang,Target_Child,84,child,很 很,很很
NA,贴 他 脚 的 时候 慢慢地 走,60.00123205815314,Xinjiang,Target_Child,60,child,慢慢,慢慢
NA,他 xx了,60.00123205815314,Xinjiang,Target_Child,60,child,xx,xx
NA,大象 老师 说 没 没关系 的,60.00123205815314,Xinjiang,Target_Child,60,child,没 没,没没
NA,然后 男 大象 说 你 你 再 也 不 跟他 一起 走,60.00123205815314,Xinjiang,Target_Child,60,child,你 你,你你
NA,嗯 他们 他们 一起 走到 创可贴 那儿,60.00123205815314,Xinjiang,Target_Child,60,child,他们 他们,他们他们
NA,他 xxx 的 说,60.00123205815314,Xinjiang,Target_Child,60,child,xx,xx
NA,这个 是 他 xxx,60.00123205815314,Xinjiang,Target_Child,60,child,xx,xx
NA,然后 大象 大象 来 了,84.0017248814144,Xinjiang,Target_Child,84,child,大象 大象,大象大象
NA,他 他 啊呀,60.00123205815314,Xinjiang,Target_Child,60,child,他 他,他他
NA,然后 还 还 还 坐上 老师 说,60.00123205815314,Xinjiang,Target_Child,60,child,还 还,还还
NA,也 也 想 跟 他 一起 玩儿,84.0017248814144,Xinjiang,Target_Child,84,child,也 也,也也
NA,xxx 抓住 我们 了,60.00123205815314,Xinjiang,Target_Child,60,child,xx,xx
NA,你 想 要 玩儿 你 讲 你 是 女孩 啊 为 xxx 想 玩儿,84.0017248814144,Xinjiang,Target_Child,84,child,xx,xx
NA,然后 xxx xx飞机,60.00123205815314,Xinjiang,Target_Child,60,child,xx,xx
NA,然后 他 的 脚 会 会 跑 了 的,60.00123205815314,Xinjiang,Target_Child,60,child,会 会,会会
NA,对不起 对不起,84.0017248814144,Xinjiang,Target_Child,84,child,对不起 对不起,对不起对不起
NA,但 长 长颈鹿 不 同意,84.0017248814144,Xinjiang,Target_Child,84,child,长 长,长长
NA,他 他 就 xxx 了,60.00123205815314,Xinjiang,Target_Child,60,child,他 他,他他
NA,xxx xxx,60.00123205815314,Xinjiang,Target_Child,60,child,xxx xxx,xxxxxx
NA,然后 他 就 直接 捞 捞 出来 了,84.0017248814144,Xinjiang,Target_Child,84,child,捞 捞,捞捞
NA,他 我 的 飞机 弄 弄 水里 了 这样 说 了,84.0017248814144,Xinjiang,Target_Child,84,child,弄 弄,弄弄
NA,他 那 他 的 尾巴 有 一点 想 画画,60.00123205815314,Xinjiang,Target_Child,60,child,画画,画画
NA,然后 那只 那只 长颈鹿 很 很 很 生气,84.0017248814144,Xinjiang,Target_Child,84,child,那只 那只,那只那只
NA,然后 然后 他 的 大象 的 尾巴 有点 像 剪刀,60.00123205815314,Xinjiang,Target_Child,60,child,然后 然后,然后然后
NA,这个 球 xxx,75.00154007269143,Xinjiang,Target_Child,75,child,xx,xx
NA,xxx 一 个 球,75.00154007269143,Xinjiang,Target_Child,75,child,xx,xx
NA,他 说 没关系 没关系 这样 说 了,84.0017248814144,Xinjiang,Target_Child,84,child,没关系 没关系,没关系没关系
NA,它 就 包装 了 一 下下,60.00123205815314,Xinjiang,Target_Child,60,child,下下,下下
NA,然后 东西 拿来 了 我 看看 什么,75.00154007269143,Xinjiang,Target_Child,75,child,看看,看看
NA,大象 X X 玩,87.00178648432205,Xinjiang,Target_Child,87,child,X X,XX
NA,我们 的 作业 我们 的 滑滑梯,87.00178648432205,Xinjiang,Target_Child,87,child,滑滑,滑滑
NA,大象 然后 大象 宝宝 就 很 x 地 哭 起来 了,60.00123205815314,Xinjiang,Target_Child,60,child,宝宝,宝宝
NA,然后 他 他 他 大象 扔到 海里 了,60.00123205815314,Xinjiang,Target_Child,60,child,他 他,他他
NA,所以 那 长颈鹿 说 你 我 你 xxx 你 了,60.00123205815314,Xinjiang,Target_Child,60,child,xx,xx
NA,然后 大象 宝宝 就 不 哭 了,60.00123205815314,Xinjiang,Target_Child,60,child,宝宝,宝宝
NA,然后 那只 医生 抓 抓呀 抓不动,84.0017248814144,Xinjiang,Target_Child,84,child,抓 抓,抓抓
NA,然后 看 看,75.00154007269143,Xinjiang,Target_Child,75,child,看 看,看看
NA,不 不 不 客气,84.0017248814144,Xinjiang,Target_Child,84,child,不 不,不不
NA,然后 它 拿 了 然后 它 笑 然后 它们 小兔 的 耳朵 圆圆 的 头 它们 看 一 笑 它们 开开心心 了,75.00154007269143,Xinjiang,Target_Child,75,child,圆圆,圆圆
NA,它 好 好 玩 大象 也 想 玩 拿到 了 长颈鹿 想 拿回来,87.00178648432205,Xinjiang,Target_Child,87,child,好 好,好好
NA,然后 然后 长颈鹿 高兴 了,84.0017248814144,Xinjiang,Target_Child,84,child,然后 然后,然后然后
NA,然后 医生 说 没 没 办法 了,84.0017248814144,Xinjiang,Target_Child,84,child,没 没,没没
NA,然后 那只 长 长颈鹿 哭 了,84.0017248814144,Xinjiang,Target_Child,84,child,长 长,长长
NA,他们 他们 没 伤心,84.0017248814144,Xinjiang,Target_Child,84,child,他们 他们,他们他们
NA,然后 老 老师 大象 说 对不起 的,60.00123205815314,Xinjiang,Target_Child,60,child,老 老,老老
NA,然后 然后 那个 大象 老师 拿不住,60.00123205815314,Xinjiang,Target_Child,60,child,然后 然后,然后然后
NA,然后 他 他 哭 了 长颈鹿,60.00123205815314,Xinjiang,Target_Child,60,child,他 他,他他
NA,有毛毛 怎么 了 他 拿到 毛毛 它给 他 了,87.00178648432205,Xinjiang,Target_Child,87,child,毛毛,毛毛
NA,大象 和 长颈鹿 没有 大大的 球,87.00178648432205,Xinjiang,Target_Child,87,child,大大,大大
NA,然后 它 就 摔倒 它 的 腿 刚刚 受伤,87.00178648432205,Xinjiang,Target_Child,87,child,刚刚,刚刚
NA,一个 球 球 丢 在 河 里,60.00123205815314,Xinjiang,Target_Child,60,child,球 球,球球
NA,然后 大象 和 长颈鹿 推 推,87.00178648432205,Xinjiang,Target_Child,87,child,推 推,推推
NA,然后 大象 宝宝 很 羡慕 它 的 飞机,60.00123205815314,Xinjiang,Target_Child,60,child,宝宝,宝宝
NA,然后 他 就 用 创口贴 贴 它 的 腿,87.00178648432205,Xinjiang,Target_Child,87,child,贴 贴,贴贴
NA,使劲 努力 努力 终于 拿 拿给 长颈鹿 了,84.0017248814144,Xinjiang,Target_Child,84,child,努力 努力,努力努力
NA,然后 它 去 爱家 超市 买 飞机多多的 钱,87.00178648432205,Xinjiang,Target_Child,87,child,多多,多多
NA,飞机 水里 里面 的,87.00178648432205,Xinjiang,Target_Child,87,child,里 里,里里
NA,大象 腿 可以 跑 可以 坐下 开开 心心,75.00154007269143,Xinjiang,Target_Child,75,child,开开,开开
NA,它 说 哪里 哪里,60.00123205815314,Xinjiang,Target_Child,60,child,哪里 哪里,哪里哪里
NA,大象 宝宝 也 很 想 玩,60.00123205815314,Xinjiang,Target_Child,60,child,宝宝,宝宝
NA,马 在 水 摇摇 了,60.00123205815314,Xinjiang,Target_Child,60,child,摇摇,摇摇
NA,它 一 跑 跑 跑,60.00123205815314,Xinjiang,Target_Child,60,child,跑 跑,跑跑
NA,它 说 我 的 宝宝 腿 怎么 了,87.00178648432205,Xinjiang,Target_Child,87,child,宝宝,宝宝
NA,然后 玩 玩 扔到 水里,87.00178648432205,Xinjiang,Target_Child,87,child,玩 玩,玩玩
NA,拿 创口贴 贴 它 的 脚上,87.00178648432205,Xinjiang,Target_Child,87,child,贴 贴,贴贴
NA,大象 的 大象 哭着 哭着 哭嘛,60.00123205815314,Xinjiang,Target_Child,60,child,哭着 哭着,哭着哭着
NA,然后 大象 不好 开开心心 爬 哭 了,75.00154007269143,Xinjiang,Target_Child,75,child,开开,开开
NA,它 的 创可贴 贴 上 了 它 的 脚,60.00123205815314,Xinjiang,Target_Child,60,child,贴 贴,贴贴
NA,这 个 掉掉 去 了 这 个 球,60.00123205815314,Xinjiang,Target_Child,60,child,掉掉,掉掉
NA,玩 水 的 滑滑梯 玩 的 它 这 个 玩,60.00123205815314,Xinjiang,Target_Child,60,child,滑滑,滑滑
NA,x x,60.00123205815314,Xinjiang,Target_Child,60,child,x x,xx
NA,然后 一 只 河马 x 然后 x 以后 大象 大象 然后 大象 河马,60.00123205815314,Xinjiang,Target_Child,60,child,大象 大象,大象大象
NA,就 想起 了 它 没有 没有,60.00123205815314,Xinjiang,Target_Child,60,child,没有 没有,没有没有
