part_of_speech,gloss,target_child_age,corpus_name,speaker_role,age,role,reduplicationmaybespace,reduplication
v adj n v n n,看 小 蚂蚁 搬 家 家,35.39497730959568,Zhou2,Mother,35,adult,家 家,家家
pro poss n prep pro:wh,他 的 手手 在 哪,36.00073923489189,Zhou2,Mother,36,adult,手手,手手
v v adv:wh cl,数数 看 几 个,42.0008624407072,Zhou2,Mother,42,adult,数数,数数
pro v,我 看看,36.00073923489189,Zhou2,Mother,36,adult,看看,看看
n:name,晗晗,36.00073923489189,Zhou2,Mother,36,adult,晗晗,晗晗
v pro:wh n,看看 什么 名字,36.00073923489189,Zhou2,Mother,36,adult,看看,看看
pro cl n conj n,这 个 头 和 尾巴 yyy,42.0008624407072,Zhou2,Mother,42,adult,yy,yy
v n adj v,用 脚 轻轻 踢,36.00073923489189,Zhou2,Mother,36,adult,轻轻,轻轻
co,嘿 嘿,36.00073923489189,Zhou2,Target_Child,36,child,嘿 嘿,嘿嘿
pro cl n conj n,这 个 头 和 尾巴 yyy,42.0008624407072,Zhou2,Mother,42,adult,yy,yy
v adv:wh v nom sfp,看看 怎么 玩 的 啊,36.00073923489189,Zhou2,Mother,36,adult,看看,看看
NA,yyy,42.0008624407072,Zhou2,Mother,42,adult,yy,yy
NA,yyy,42.0008624407072,Zhou2,Target_Child,42,child,yy,yy
NA,yyy,42.0008624407072,Zhou2,Mother,42,adult,yy,yy
v asp v n,看 着 玩 玩具,42.0008624407072,Zhou2,Mother,42,adult,玩 玩,玩玩
prep n v:dirc v,把 头 下 下来,36.00073923489189,Zhou2,Target_Child,36,child,下 下,下下
v v adv:wh cl,数数 看 几 个,42.0008624407072,Zhou2,Mother,42,adult,数数,数数
prep n v:dirc v sfp,把 头 下 下来 啊,36.00073923489189,Zhou2,Mother,36,adult,下 下,下下
v n,玩 玩具,42.0008624407072,Zhou2,Mother,42,adult,玩 玩,玩玩
n v:dirc v,头 下 下来,36.00073923489189,Zhou2,Target_Child,36,child,下 下,下下
adj n v sfp v v v:resc n n,小 蚂蚁 爬 呀 爬 爬 到 洞 洞,36.00073923489189,Zhou2,Target_Child,36,child,爬 爬,爬爬
pro v,我 看看,36.00073923489189,Zhou2,Mother,36,adult,看看,看看
adv,轻点 轻点,36.00073923489189,Zhou2,Mother,36,adult,轻点 轻点,轻点轻点
pro v:dirc v,你 下 下来,36.00073923489189,Zhou2,Mother,36,adult,下 下,下下
v v,打开 看看,36.00073923489189,Zhou2,Mother,36,adult,看看,看看
adj v num v,好好 找 一 找,42.0008624407072,Zhou2,Mother,42,adult,好好,好好
pro v:resc sfp,你 开开 呢,36.00073923489189,Zhou2,Mother,36,adult,开开,开开
v,画画,36.00073923489189,Zhou2,Target_Child,36,child,画画,画画
co co,嘿 嘿,36.00073923489189,Zhou2,Target_Child,36,child,嘿 嘿,嘿嘿
v,画画,36.00073923489189,Zhou2,Target_Child,36,child,画画,画画
v,画画,36.00073923489189,Zhou2,Mother,36,adult,画画,画画
adv adv neg v:aux v:dirc v sfp,这样 可 不 可以 下 下来 呀,36.00073923489189,Zhou2,Mother,36,adult,下 下,下下
pro v,我 看看,36.00073923489189,Zhou2,Mother,36,adult,看看,看看
n:name,星星,42.0008624407072,Zhou2,Target_Child,42,child,星星,星星
n:name,星星,42.0008624407072,Zhou2,Mother,42,adult,星星,星星
NA,yyy,42.0008624407072,Zhou2,Target_Child,42,child,yy,yy
v pro v:cop adv:wh v nom sfp,看看 这 是 怎么 装 的 呀,36.00073923489189,Zhou2,Mother,36,adult,看看,看看
v,找找,42.0008624407072,Zhou2,Mother,42,adult,找找,找找
NA,yyy,42.0008624407072,Zhou2,Mother,42,adult,yy,yy
adj v,好好 搭,42.0008624407072,Zhou2,Mother,42,adult,好好,好好
co,呵呵,36.00073923489189,Zhou2,Mother,36,adult,呵呵,呵呵
n,和平星 和平星,36.00073923489189,Zhou2,Target_Child,36,child,和平星 和平星,和平星和平星
adj v pro cl sfp,好好 玩玩 这 个 吧,42.0008624407072,Zhou2,Mother,42,adult,好好,好好
n:name,佳佳,36.00073923489189,Zhou2,Mother,36,adult,佳佳,佳佳
pro v pro v:cop pro:wh n,你 看看 这 是 什么 形状,42.0008624407072,Zhou2,Mother,42,adult,看看,看看
v pro cl n post v pro:wh n prep post,看看 这 个 盒子 里 有 什么 宝贝 在 里面,42.0008624407072,Zhou2,Mother,42,adult,看看,看看
adj adj,行 行,42.0008624407072,Zhou2,Mother,42,adult,行 行,行行
v:aux v pro post n v:cop pro:wh,想想 看 这 里面 会 是 什么,36.00073923489189,Zhou2,Mother,36,adult,想想,想想
NA,xxx,42.0008624407072,Zhou2,Target_Child,42,child,xx,xx
pro prep pro v n prep pro v,你 把 它 搭 东西 给 我 看看,42.0008624407072,Zhou2,Mother,42,adult,看看,看看
pro v,你 看看,36.00073923489189,Zhou2,Mother,36,adult,看看,看看
pro v pro v:cop pro:wh,我们 看看 这 是 什么,36.00073923489189,Zhou2,Mother,36,adult,看看,看看
co,嘻嘻,42.0008624407072,Zhou2,Target_Child,42,child,嘻嘻,嘻嘻
pro v quant n post,我们 看看 其他 箱子 里面,36.00073923489189,Zhou2,Mother,36,adult,看看,看看
co pro cl n adv adj co,哟 这 本 书 好 好看 哦,36.00073923489189,Zhou2,Mother,36,adult,好 好,好好
sfp,啊啊,42.0008624407072,Zhou2,Target_Child,42,child,啊啊,啊啊
neg adv v:resc asp sfp,不 就 开开 了 吗,36.00073923489189,Zhou2,Mother,36,adult,开开,开开
v v v,拿 出来 看看,36.00073923489189,Zhou2,Mother,36,adult,看看,看看
pro n:relat pro v:aux v tag,我们 宝宝 自己 会 搭 对吧,36.00073923489189,Zhou2,Mother,36,adult,宝宝,宝宝
n,球 球,36.00073923489189,Zhou2,Target_Child,36,child,球 球,球球
tag,对 对,36.00073923489189,Zhou2,Mother,36,adult,对 对,对对
v v,看看 打开,36.00073923489189,Zhou2,Mother,36,adult,看看,看看
v n n sfp,画 太阳 公公 吧,42.0008624407072,Zhou2,Mother,42,adult,公公,公公
v adv adj asp v pro:wh,看看 还 少 了 点 什么,42.0008624407072,Zhou2,Mother,42,adult,看看,看看
n nom,圆圆 的,36.00073923489189,Zhou2,Target_Child,36,child,圆圆,圆圆
pro v pro prep adv:wh sfp n:name,你 看 她们 在 干么 呀 佳佳,36.00073923489189,Zhou2,Mother,36,adult,佳佳,佳佳
co pro v sfp,那 你 看看 呢,36.00073923489189,Zhou2,Mother,36,adult,看看,看看
L2,book,36.00073923489189,Zhou2,Target_Child,36,child,oo,oo
n adv adj,毛毛 真 能干,36.00073923489189,Zhou2,Mother,36,adult,毛毛,毛毛
co L2,哎 book,36.00073923489189,Zhou2,Mother,36,adult,oo,oo
adj nom,轻轻 的,42.0008624407072,Zhou2,Target_Child,42,child,轻轻,轻轻
v,看看,42.0008624407072,Zhou2,Mother,42,adult,看看,看看
n poss n adv adv v:aux v nom,幼儿园 的 小朋友 每天 都 要 画画 的,36.00073923489189,Zhou2,Mother,36,adult,画画,画画
v pro cl v v:resc v,拉 这 个 拉 开 看看,36.00073923489189,Zhou2,Mother,36,adult,看看,看看
n n:name,蝎子 莱莱,36.00073923489189,Zhou2,Mother,36,adult,莱莱,莱莱
n v:cop v nom,白纸 是 画画 的,36.00073923489189,Zhou2,Mother,36,adult,画画,画画
v v n v:dirc,看 看 书 来,36.00073923489189,Zhou2,Mother,36,adult,看 看,看看
v adj poss n,搭 高高 的 桥墩,36.00073923489189,Zhou2,Mother,36,adult,高高,高高
n v v v,白纸 拿 出来 画画,36.00073923489189,Zhou2,Mother,36,adult,画画,画画
pro cl n adv adv:wh,这 个 皮皮鼠 在 干么,36.00073923489189,Zhou2,Mother,36,adult,皮皮,皮皮
pro poss n adv prep pro:wh,他 的 嘴巴 他 的 嘴巴 现在 在 哪,36.00073923489189,Zhou2,Mother,36,adult,在 在,在在
pro v:cop num cl adj n co,这 是 四 个 小 皮皮鼠 哎,36.00073923489189,Zhou2,Mother,36,adult,皮皮,皮皮
n v:dirc n cl sfp,毛毛 上 美术 班 啊,36.00073923489189,Zhou2,Mother,36,adult,毛毛,毛毛
pro adv v v asp v:cop n sfp,你 最 喜欢 画画 了 是 不是 啊,36.00073923489189,Zhou2,Mother,36,adult,画画,画画
adv neg v pro adv v adv neg adj sfp,转 不 动 你 再 弄弄 好 不 好 啊,36.00073923489189,Zhou2,Mother,36,adult,弄弄,弄弄
pro neg adj v n,他 不 好好 吃 饭,36.00073923489189,Zhou2,Mother,36,adult,好好,好好
pro v n:name,这 叫 芭芭拉,36.00073923489189,Zhou2,Mother,36,adult,芭芭,芭芭
pro v pro adv v:cop v v:aux v nom,你 看看 他 老 是 站 会 跌交 的,36.00073923489189,Zhou2,Mother,36,adult,看看,看看
pro v:aux v n adv v:cop v adv v:cop v n,你 想 玩 卡不达 还 是 画画 还 是 看 书,36.00073923489189,Zhou2,Mother,36,adult,画画,画画
v,画画,36.00073923489189,Zhou2,Target_Child,36,child,画画,画画
v:aux adv prep co n post v asp pro:wh sfp,想想 刚才 在 那个 箱子 里面 看到 了 什么 啊,36.00073923489189,Zhou2,Mother,36,adult,想想,想想
pro cl n nom pro cl,这 个 尖尖 的 这 个,42.0008624407072,Zhou2,Mother,42,adult,尖尖,尖尖
adj,危险 危险,36.00073923489189,Zhou2,Mother,36,adult,危险 危险,危险危险
pro adj v adj,自己 慢慢 站 好,36.00073923489189,Zhou2,Mother,36,adult,慢慢,慢慢
pro v,你 看看,36.00073923489189,Zhou2,Mother,36,adult,看看,看看
adv adj nom n,还有 笑眯眯 的 嘴巴,42.0008624407072,Zhou2,Mother,42,adult,眯眯,眯眯
pro adv post v num adv n,你 刚刚 那边 有 一 只 笔,36.00073923489189,Zhou2,Mother,36,adult,刚刚,刚刚
pro v v,我 拿 拿 过来,36.00073923489189,Zhou2,Target_Child,36,child,拿 拿,拿拿
pro adv n sfp,你 再 画 yyy 吧,42.0008624407072,Zhou2,Mother,42,adult,yy,yy
tag,对 对,36.00073923489189,Zhou2,Mother,36,adult,对 对,对对
n nom,圆圆 的,42.0008624407072,Zhou2,Mother,42,adult,圆圆,圆圆
pro v v,你 拍拍 看,36.00073923489189,Zhou2,Mother,36,adult,拍拍,拍拍
pro v:aux v,自己 想想 看,36.00073923489189,Zhou2,Mother,36,adult,想想,想想
num adv n v adj n asp num adv n adv v adj n,四 只 皮皮鼠 刷 好 牙 了 四 只 皮皮鼠 又 洗 好 脸,36.00073923489189,Zhou2,Mother,36,adult,皮皮,皮皮
v v,搭 搭,42.0008624407072,Zhou2,Mother,42,adult,搭 搭,搭搭
pro v num n,我 涂 一 点点,36.00073923489189,Zhou2,Target_Child,36,child,点点,点点
n:name,晗晗,36.00073923489189,Zhou2,Mother,36,adult,晗晗,晗晗
NA,xxx,36.00073923489189,Zhou2,Target_Child,36,child,xx,xx
NA,yyy,42.0008624407072,Zhou2,Mother,42,adult,yy,yy
n,帽子 帽子,36.00073923489189,Zhou2,Mother,36,adult,帽子 帽子,帽子帽子
n v,毛毛 拿,36.00073923489189,Zhou2,Mother,36,adult,毛毛,毛毛
co pro v adv:wh v nom,那 我 看看 怎么 装 的,36.00073923489189,Zhou2,Mother,36,adult,看看,看看
adv adj nom n,一点点点 一点点 大 的 眼睛,36.00073923489189,Zhou2,Target_Child,36,child,点点,点点
v:dirc,来 来,36.00073923489189,Zhou2,Mother,36,adult,来 来,来来
pro v:aux v cl adj n nom,我 想 画 画 个 紫 颜色 的,42.0008624407072,Zhou2,Target_Child,42,child,画 画,画画
co pro v pro v v:aux pro,哎 你 看 你 画画 应该 这样子,36.00073923489189,Zhou2,Mother,36,adult,画画,画画
adv adj nom n sfp,一点点 大 的 眼睛 啊,36.00073923489189,Zhou2,Mother,36,adult,点点,点点
adv v n,再 放 再 放 尾巴 尾巴,42.0008624407072,Zhou2,Mother,42,adult,尾巴 尾巴,尾巴尾巴
v v v adj,把 锁 锁 好,36.00073923489189,Zhou2,Mother,36,adult,锁 锁,锁锁
co pro adv adj n poss n v n,哦 这 只 小 老鼠 的 名字 叫 皮皮鼠,36.00073923489189,Zhou2,Mother,36,adult,皮皮,皮皮
co pro num cl n post v num cl v:cop adj n co,哎 这 四 个 皮皮鼠 里头 有 一 个 是 小 女孩 哎,36.00073923489189,Zhou2,Mother,36,adult,皮皮,皮皮
n v:dirc n,皮皮鼠 去 医院,36.00073923489189,Zhou2,Mother,36,adult,皮皮,皮皮
NA,yyy,42.0008624407072,Zhou2,Mother,42,adult,yy,yy
pro v n,我们 看看 说明书 看看 说明书,36.00073923489189,Zhou2,Mother,36,adult,看看,看看
n:name,晗晗,36.00073923489189,Zhou2,Mother,36,adult,晗晗,晗晗
pro:wh cl v:cop adj n pro v,哪 个 是 小 女孩 咱们 看看,36.00073923489189,Zhou2,Mother,36,adult,看看,看看
NA,yyy,42.0008624407072,Zhou2,Mother,42,adult,yy,yy
pro v,我 看看,42.0008624407072,Zhou2,Target_Child,42,child,看看,看看
v adj n,画 大 圈圈,36.00073923489189,Zhou2,Mother,36,adult,圈圈,圈圈
pro v pro:wh cl v:cop adj n,咱们 看看 哪 个 是 小 女孩,36.00073923489189,Zhou2,Mother,36,adult,看看,看看
adv v n adv pro:wh,再 看看 夹子 还有 什么,42.0008624407072,Zhou2,Mother,42,adult,看看,看看
pro v pro cl n,我 看看 这 个 说明书,36.00073923489189,Zhou2,Target_Child,36,child,看看,看看
num cl n post pro:wh cl v:cop adj n,四 个 皮皮鼠 里 哪 个 是 小 女孩,36.00073923489189,Zhou2,Mother,36,adult,皮皮,皮皮
v:aux v:aux prep post prep post v,应该 应该 从 上面 从 上面 方便,36.00073923489189,Zhou2,Mother,36,adult,应该 应该,应该应该
v nom pro:wh sfp,长长 的 什么 呀,36.00073923489189,Zhou2,Mother,36,adult,长长,长长
n adj n num cl n,玫瑰 红 画 画 一 个 音海大王,42.0008624407072,Zhou2,Target_Child,42,child,画 画,画画
n poss n adv prep pro poss n post v asp v,沼泽地 的 居民们 纷纷 从 各自 的 家 里 钻 了 出来,42.0008624407072,Zhou2,Mother,42,adult,纷纷,纷纷
adj,大 大,36.00073923489189,Zhou2,Target_Child,36,child,大 大,大大
v poss adj n,长长 的 大 耳朵,36.00073923489189,Zhou2,Mother,36,adult,长长,长长
v adj sfp,搭搭 整齐 啊,36.00073923489189,Zhou2,Mother,36,adult,搭搭,搭搭
n,海 海,42.0008624407072,Zhou2,Target_Child,42,child,海 海,海海
n v:resc v:resc n post,树叶 树叶 掉 到 海 里面,42.0008624407072,Zhou2,Target_Child,42,child,树叶 树叶,树叶树叶
sfp phon,哒 哒 哒哒噔 哒哒噔,42.0008624407072,Zhou2,Mother,42,adult,哒 哒,哒哒
n v n n,毛毛 画 太阳 公公,36.00073923489189,Zhou2,Mother,36,adult,毛毛,毛毛
co,哈哈,36.00073923489189,Zhou2,Mother,36,adult,哈哈,哈哈
n v:resc v n n,毛毛 会 画 太阳 公公,36.00073923489189,Zhou2,Mother,36,adult,毛毛,毛毛
on on,噔 噔,42.0008624407072,Zhou2,Target_Child,42,child,噔 噔,噔噔
n n prep post,太阳 公公 在 上面,36.00073923489189,Zhou2,Mother,36,adult,公公,公公
adv v co:int n,倒 倒 过来 就是 铁甲小宝,36.00073923489189,Zhou2,Mother,36,adult,倒 倒,倒倒
pro v:cop v co,这 是 画画 哎,36.00073923489189,Zhou2,Mother,36,adult,画画,画画
co co,咦 咦,42.0008624407072,Zhou2,Mother,42,adult,咦 咦,咦咦
adv neg v:dirc,xxx 还 没 来,42.0008624407072,Zhou2,Target_Child,42,child,xx,xx
prep n v:dirc v,把 头 下 下来,36.00073923489189,Zhou2,Target_Child,36,child,下 下,下下
NA,xxx,42.0008624407072,Zhou2,Target_Child,42,child,xx,xx
prep n v:dirc v sfp,把 头 下 下来 啊,36.00073923489189,Zhou2,Mother,36,adult,下 下,下下
NA,xxx,36.00073923489189,Zhou2,Target_Child,36,child,xx,xx
num adv n num cl n num cl adj n v sfp,四 只 皮皮鼠 一 个 人 一 个 小 床 睡觉 喽,36.00073923489189,Zhou2,Mother,36,adult,皮皮,皮皮
co adj tag,哎 对 对,36.00073923489189,Zhou2,Mother,36,adult,对 对,对对
v,云云,36.00073923489189,Zhou2,Mother,36,adult,云云,云云
pro v pro cl v,你 搭 这 个 看看,42.0008624407072,Zhou2,Target_Child,42,child,看看,看看
n:name n:relat post,星星 宝宝 下面,36.00073923489189,Zhou2,Mother,36,adult,星星,星星
tag,对 对,36.00073923489189,Zhou2,Mother,36,adult,对 对,对对
NA,yyy,42.0008624407072,Zhou2,Target_Child,42,child,yy,yy
n n adv adj sfp,太阳 公公 这么 小 啊,36.00073923489189,Zhou2,Mother,36,adult,公公,公公
n v:dirc v,头 下 下来,36.00073923489189,Zhou2,Target_Child,36,child,下 下,下下
tag,好嘞 好嘞,36.00073923489189,Zhou2,Target_Child,36,child,好嘞 好嘞,好嘞好嘞
tag,对 对,42.0008624407072,Zhou2,Mother,42,adult,对 对,对对
pro prep pro v pro cl,你 你 给 我 搭 这 个,42.0008624407072,Zhou2,Target_Child,42,child,你 你,你你
adj poss n,大大 的 苹果,36.00073923489189,Zhou2,Target_Child,36,child,大大,大大
pro v:cop adj poss n,这 是 大大 的 苹果,36.00073923489189,Zhou2,Mother,36,adult,大大,大大
adv,还有 还有,42.0008624407072,Zhou2,Mother,42,adult,还有 还有,还有还有
v adj poss n n prep pro v adv neg adj sfp,搭 高高 的 电视 塔 给 我 看 好 不 好 啊,36.00073923489189,Zhou2,Mother,36,adult,高高,高高
pro v:dirc v,你 下 下来,36.00073923489189,Zhou2,Mother,36,adult,下 下,下下
co pro v n prep pro v,那 你 画 苹果 给 我 看看,36.00073923489189,Zhou2,Mother,36,adult,看看,看看
n:name v n v:aux neg v:aux v n sfp,佳佳 睡觉 前 要 不 要 讲 故事 啊,36.00073923489189,Zhou2,Mother,36,adult,佳佳,佳佳
v pro cl n,看看 这 个 盒子,42.0008624407072,Zhou2,Mother,42,adult,看看,看看
co,咦 咦,36.00073923489189,Zhou2,Target_Child,36,child,咦 咦,咦咦
v adv pro:wh,看看 还有 什么,42.0008624407072,Zhou2,Mother,42,adult,看看,看看
v v nom,画 长长 的,42.0008624407072,Zhou2,Mother,42,adult,长长,长长
adv adv neg v:aux v:dirc v sfp,这样 可 不 可以 下 下来 呀,36.00073923489189,Zhou2,Mother,36,adult,下 下,下下
pro pro sfp,这 这样子 呢,36.00073923489189,Zhou2,Target_Child,36,child,这 这,这这
n adv v,毛毛 还 记得,36.00073923489189,Zhou2,Mother,36,adult,毛毛,毛毛
num adv adj n prep n,一 只 小 老鼠 在 在 楼上,36.00073923489189,Zhou2,Target_Child,36,child,在 在,在在
pro v adj asp v:cop pro:wh poss,你 看看 好 了 是 什么样 的,42.0008624407072,Zhou2,Mother,42,adult,看看,看看
pro pro adv tag,这 这样子 还 对呀,36.00073923489189,Zhou2,Target_Child,36,child,这 这,这这
co,嘿嘿,36.00073923489189,Zhou2,Mother,36,adult,嘿嘿,嘿嘿
num n v adv adv v n sfp,一 边 画画 一 边 听 故事 啊,36.00073923489189,Zhou2,Mother,36,adult,画画,画画
co,呵呵,36.00073923489189,Zhou2,Mother,36,adult,呵呵,呵呵
n n adv adv adv v:cop sfp,太阳 公公 好 多 好 多 光 是 啊,36.00073923489189,Zhou2,Mother,36,adult,公公,公公
v adj,摆摆 整齐,36.00073923489189,Zhou2,Mother,36,adult,摆摆,摆摆
n n v:aux neg v:aux v:resc v:resc n post v:dirc,太阳 公公 会 不 会 掉 到 水 里 去,42.0008624407072,Zhou2,Target_Child,42,child,公公,公公
pro neg v pro n:relat neg v v asp v:cop n sfp,那 没 有 那 宝宝 没 有 玩 过 是 不是 啊,42.0008624407072,Zhou2,Mother,42,adult,宝宝,宝宝
prep pro cl v v,把 这 个 打开 看看,36.00073923489189,Zhou2,Mother,36,adult,看看,看看
co pro v n post poss v v,那 你 把 手 上 的 变变 看,42.0008624407072,Zhou2,Mother,42,adult,变变,变变
n n prep n adv adj,太阳 公公 离 海水 好 远 好 远,42.0008624407072,Zhou2,Mother,42,adult,公公,公公
adv,这样 这样,42.0008624407072,Zhou2,Mother,42,adult,这样 这样,这样这样
pro v:dirc v pro post adv:wh v nom sfp,我们 来 看看 那 上面 怎么 玩 的 啊,42.0008624407072,Zhou2,Mother,42,adult,看看,看看
NA,yyy,42.0008624407072,Zhou2,Mother,42,adult,yy,yy
NA,xxx,42.0008624407072,Zhou2,Mother,42,adult,xx,xx
v:dirc v co adj nom n post v:cop pro:wh,去 看看 那个 绿 的 盒子 里面 是 什么,42.0008624407072,Zhou2,Mother,42,adult,看看,看看
co n:name,哎 笑笑,36.00073923489189,Zhou2,Mother,36,adult,笑笑,笑笑
adj v,好好 看 好好 看,42.0008624407072,Zhou2,Mother,42,adult,好好,好好
n:relat v v,宝宝 坐 下来,42.0008624407072,Zhou2,Mother,42,adult,宝宝,宝宝
v v adj,摆 摆 整齐 摆 摆 整齐,36.00073923489189,Zhou2,Mother,36,adult,摆 摆,摆摆
v adj n:name co,有 小 星星 哎,36.00073923489189,Zhou2,Mother,36,adult,星星,星星
n:relat,宝宝,42.0008624407072,Zhou2,Mother,42,adult,宝宝,宝宝
v co adj n poss post v pro:wh,看看 那个 绿 颜色 的 里面 有 什么,42.0008624407072,Zhou2,Mother,42,adult,看看,看看
v pro cl n,看看 这 个 图,42.0008624407072,Zhou2,Mother,42,adult,看看,看看
pro adv v post co n post v pro:wh adv neg adj,我们 再 看看 下面 那个 盒子 里 有 什么 好 不 好,36.00073923489189,Zhou2,Mother,36,adult,看看,看看
v pro:wh cl v:cop n,看看 哪 个 是 三角,42.0008624407072,Zhou2,Mother,42,adult,看看,看看
v num cl n prep pro v sfp,画 一 朵 花 给 我 看看 呢,36.00073923489189,Zhou2,Mother,36,adult,看看,看看
adv,天天,42.0008624407072,Zhou2,Mother,42,adult,天天,天天
adj v num cl,好好 看 一 下,42.0008624407072,Zhou2,Mother,42,adult,好好,好好
n quant cl pro v sfp,毛毛 下 次 自己 画 啊,36.00073923489189,Zhou2,Mother,36,adult,毛毛,毛毛
v post num cl n post v:cop pro:wh,看看 下面 一 个 盒子 里面 是 什么,36.00073923489189,Zhou2,Mother,36,adult,看看,看看
v v n,拍 拍 球,36.00073923489189,Zhou2,Mother,36,adult,拍 拍,拍拍
n:relat adv v sfp,宝宝 还 认识 啊,42.0008624407072,Zhou2,Mother,42,adult,宝宝,宝宝
adj nom,新新 的,36.00073923489189,Zhou2,Target_Child,36,child,新新,新新
adj n cl n v num cl n v:resc n:relat n v:dirc,小 房子 门 前 有 一 条 路 到 婆婆 家 去,36.00073923489189,Zhou2,Mother,36,adult,婆婆,婆婆
v prep pro v,讲 给 我 听听,36.00073923489189,Zhou2,Mother,36,adult,听听,听听
v:cop pro adv v nom,是 你 刚刚 拿 的,36.00073923489189,Zhou2,Mother,36,adult,刚刚,刚刚
adj n v v,老 蚯蚓 过来 看看,42.0008624407072,Zhou2,Mother,42,adult,看看,看看
on on,噼 噼,36.00073923489189,Zhou2,Target_Child,36,child,噼 噼,噼噼
v:aux v:aux v adv v,想 想 看 再 打开,42.0008624407072,Zhou2,Mother,42,adult,想 想,想想
v,画画,36.00073923489189,Zhou2,Target_Child,36,child,画画,画画
co co v:cop pro cl n,哦 哦 是 这 个 颜色,36.00073923489189,Zhou2,Target_Child,36,child,哦 哦,哦哦
v,画画,36.00073923489189,Zhou2,Mother,36,adult,画画,画画
v asp n adv v:resc n:relat n v:dirc,有 了 小路 就 到 婆婆 家 去,36.00073923489189,Zhou2,Mother,36,adult,婆婆,婆婆
v v nom pro:wh,画画 用 的 什么,36.00073923489189,Zhou2,Mother,36,adult,画画,画画
adj co,慢慢 来,36.00073923489189,Zhou2,Mother,36,adult,慢慢,慢慢
pro cl adv v:aux v,这 个 也 要 看看,36.00073923489189,Zhou2,Mother,36,adult,看看,看看
co v v nom pro:wh,嗯 画画 用 的 什么,36.00073923489189,Zhou2,Mother,36,adult,画画,画画
n adv v adv adj n adv neg adj,毛毛 再 画 点 小 草 好 不 好,36.00073923489189,Zhou2,Mother,36,adult,毛毛,毛毛
NA,yyy,42.0008624407072,Zhou2,Mother,42,adult,yy,yy
v pro post v adv:wh cl adj n sfp,数数 这 里面 有 几 个 小 格子 啊,42.0008624407072,Zhou2,Mother,42,adult,数数,数数
n:relat v adj num adv,宝宝 讲 高 一 点,42.0008624407072,Zhou2,Mother,42,adult,宝宝,宝宝
pro v:dirc v adv neg adj,我们 来 画画 好 不 好,36.00073923489189,Zhou2,Mother,36,adult,画画,画画
pro v sfp,你 看看 啊,42.0008624407072,Zhou2,Mother,42,adult,看看,看看
co,嘿嘿,42.0008624407072,Zhou2,Target_Child,42,child,嘿嘿,嘿嘿
n poss n v pro:wh,蜘蛛 蜘蛛 的 名字 叫 什么,42.0008624407072,Zhou2,Mother,42,adult,蜘蛛 蜘蛛,蜘蛛蜘蛛
v v v:resc asp,推 推 掉 了,42.0008624407072,Zhou2,Mother,42,adult,推 推,推推
pro v:dirc adj adj co,我们 来 对对 齐 哦,36.00073923489189,Zhou2,Mother,36,adult,对对,对对
n n prep post v,电视 塔 从 上面 上面 搭,36.00073923489189,Zhou2,Mother,36,adult,上面 上面,上面上面
neg v,没 有 xxx,42.0008624407072,Zhou2,Target_Child,42,child,xx,xx
n:relat v neg v sfp,宝宝 认 不 认识 啊,42.0008624407072,Zhou2,Mother,42,adult,宝宝,宝宝
tag tag,对 对,36.00073923489189,Zhou2,Mother,36,adult,对 对,对对
pro pro sfp,这 这样子 呢,36.00073923489189,Zhou2,Target_Child,36,child,这 这,这这
n n,球 球,42.0008624407072,Zhou2,Target_Child,42,child,球 球,球球
n n,球 球,42.0008624407072,Zhou2,Target_Child,42,child,球 球,球球
co,呵呵,42.0008624407072,Zhou2,Mother,42,adult,呵呵,呵呵
n n,球 球,42.0008624407072,Zhou2,Target_Child,42,child,球 球,球球
adj n,yyy 大 家伙,42.0008624407072,Zhou2,Mother,42,adult,yy,yy
prep n post v v,在 盒子 里 找找 看,42.0008624407072,Zhou2,Mother,42,adult,找找,找找
pro v:dirc v pro cl post v:cop pro:wh,我们 来 看看 这 个 里头 是 什么,42.0008624407072,Zhou2,Mother,42,adult,看看,看看
v v,找找 看,42.0008624407072,Zhou2,Mother,42,adult,找找,找找
n sfp,yyy 种子 吗,42.0008624407072,Zhou2,Mother,42,adult,yy,yy
adv v adj,赶快 赶快 收 好,42.0008624407072,Zhou2,Mother,42,adult,赶快 赶快,赶快赶快
adv adv v:dirc v,也 常 来 看看,42.0008624407072,Zhou2,Mother,42,adult,看看,看看
n adj asp num adv n v v:dirc asp n,天 黑 了 四 只 皮皮鼠 打 起 了 哈欠,36.00073923489189,Zhou2,Mother,36,adult,皮皮,皮皮
adj nom,慢慢 的 慢慢 的,42.0008624407072,Zhou2,Mother,42,adult,慢慢,慢慢
n,菱形 菱形,42.0008624407072,Zhou2,Target_Child,42,child,菱形 菱形,菱形菱形
pro v:aux v:aux v,自己 想 想 看,42.0008624407072,Zhou2,Mother,42,adult,想 想,想想
n sfp,yyy 种子 吧,42.0008624407072,Zhou2,Mother,42,adult,yy,yy
n adv n n v:dirc,时间 一 天 天 过去,42.0008624407072,Zhou2,Mother,42,adult,天 天,天天
co co,哈 哈,42.0008624407072,Zhou2,Target_Child,42,child,哈 哈,哈哈
adv,快点 快点,42.0008624407072,Zhou2,Mother,42,adult,快点 快点,快点快点
n:relat,宝宝,42.0008624407072,Zhou2,Mother,42,adult,宝宝,宝宝
n v:dirc sfp,yyy 果子 来 呢,42.0008624407072,Zhou2,Mother,42,adult,yy,yy
